Date,ABT,AMZN,AVGO,CAT,JNJ,JPM,NVDA,PLD,TSLA,WMT,XOM,S&P_500_Index
2016-01-01,31.351608276367188,29.350000381469727,10.24107265472412,48.7145881652832,79.17568969726562,45.39904022216797,0.7144984006881714,29.856199264526367,12.74666690826416,18.47380828857422,50.23701858520508,1918.6
2016-02-01,32.29131317138672,27.625999450683597,10.260986328125,53.651493072509766,79.75941467285156,43.24558639526367,0.7649937868118286,29.092199325561523,12.795332908630373,18.46824836730957,51.7212028503418,1904.42
2016-03-01,34.866966247558594,29.68199920654297,11.833410263061523,60.6571044921875,82.6205825805664,45.48851776123047,0.8723226189613342,33.41897201538086,15.317999839782717,19.066774368286133,54.43061828613281,2021.95
2016-04-01,32.4246826171875,32.97949981689453,11.2001953125,61.59223937988281,85.58330535888672,48.54566955566406,0.8698743581771851,34.693416595458984,16.05066680908203,18.753604888916016,57.5627326965332,2075.54
2016-05-01,33.234962463378906,36.13949966430664,11.861833572387695,58.023685455322266,86.04911804199219,50.50687789916992,1.1438367366790771,36.31312942504883,14.881999969482422,19.850156784057617,57.96642303466797,2065.55
2016-06-01,32.96660614013672,35.78099822998047,11.94175910949707,60.66437530517578,93.284912109375,48.08483505249024,1.1539254188537598,37.46676254272461,14.152000427246094,20.6282958984375,61.55294799804688,2083.89
2016-07-01,37.52875900268555,37.94049835205078,12.48666763305664,66.22586822509766,96.3072738647461,49.50092697143555,1.4015989303588867,41.98786163330078,15.652667045593262,20.614171981811523,58.40766143798828,2148.9
2016-08-01,35.45637130737305,38.45800018310547,13.599809646606444,66.2094497680664,91.77762603759766,52.63909912109375,1.5056750774383545,40.92449569702149,14.133999824523926,20.181947708129883,57.21913146972656,2177.48
2016-09-01,35.68417739868164,41.865501403808594,13.299169540405272,71.71947479248047,91.45313262939452,51.92943572998047,1.685017704963684,41.25583267211914,13.60200023651123,20.513521194458008,57.79981231689453,2157.69
2016-10-01,33.110595703125,39.49100112915039,13.166080474853516,67.42941284179688,89.79639434814453,54.01160430908203,1.749940037727356,40.52294158935547,13.182000160217283,19.916202545166016,55.177345275878906,2143.02
2016-11-01,32.327571868896484,37.52849960327149,13.182321548461914,77.88679504394531,86.16551971435547,62.97412490844727,2.267347574234009,39.5440559387207,12.626667022705078,20.03282165527344,57.81305313110352,2164.99
2016-12-01,32.61628723144531,37.493499755859375,13.667891502380373,75.58834838867188,89.80887603759766,67.78144836425781,2.6288392543792725,41.01238250732422,14.246000289916992,19.66021728515625,60.30255126953125,2246.63
2017-01-01,35.469459533691406,41.17399978637695,15.513564109802246,77.96833038330078,88.28099822998047,66.47747802734375,2.6889331340789795,38.26187896728516,16.795333862304688,19.11911964416504,56.04674530029297,2275.12
2017-02-01,38.52745056152344,42.25199890136719,16.402389526367188,79.43706512451172,95.26554107666016,71.57656860351562,2.499293088912964,39.98502349853516,16.666000366210938,20.31943702697754,54.32974624633789,2329.91
2017-03-01,37.9548454284668,44.32699966430664,17.02681541442871,76.23197174072266,97.7320556640625,69.38074493408203,2.686161994934082,40.63513946533203,18.553333282470703,20.648876190185547,55.29174423217773,2366.82
2017-04-01,37.2967529296875,46.2495002746582,17.24854850769043,84.03926086425781,96.8846206665039,68.71726989746094,2.5719873905181885,42.9997673034668,20.9379997253418,21.695295333862305,55.04903411865234,2359.31
2017-05-01,39.2618293762207,49.73099899291992,18.706951141357425,87.36412811279297,100.6353759765625,65.2593002319336,3.5596017837524414,43.89278793334961,22.733999252319336,22.68224334716797,54.27369689941406,2395.35
2017-06-01,41.798465728759766,48.400001525878906,18.20467567443848,89.04627990722656,104.49388885498048,72.60743713378906,3.568535327911377,46.34269332885742,24.107332229614254,21.985742568969727,54.94273376464844,2433.99
2017-07-01,42.2885971069336,49.38899993896485,19.34987068176269,94.42417907714844,104.83354949951172,72.92518615722656,4.011639595031738,48.43062973022461,21.564666748046875,23.23783493041992,54.47314453125,2454.1
2017-08-01,44.04435729980469,49.02999877929688,19.774269104003903,98.06034088134766,104.55709838867188,72.59944152832031,4.182709217071533,50.46150588989258,23.726667404174805,22.68005752563477,51.94820785522461,2456.22
2017-09-01,46.13677215576172,48.067501068115234,19.02666664123535,104.08634948730467,103.34620666503906,76.28973388671875,4.416910648345947,50.54114532470703,22.739999771118164,22.843175888061523,56.334251403808594,2492.84
2017-10-01,46.88901901245117,55.26399993896485,20.78772354125977,113.34236907958984,110.818359375,80.36341094970703,5.1097025871276855,51.78211975097656,22.101999282836918,25.52390480041504,57.27568054199219,2557.0
2017-11-01,48.97774505615234,58.837501525878906,21.892841339111328,118.51031494140624,110.75475311279295,83.97457122802734,4.958988189697266,53.10513687133789,20.59000015258789,28.423887252807617,57.23444366455078,2593.61
2017-12-01,49.585933685302734,58.4734992980957,20.235551834106445,132.3050079345703,111.74491119384766,85.91887664794922,4.784170150756836,51.72599029541016,20.75666618347168,28.86823844909668,58.00689315795898,2664.34
2018-01-01,54.008445739746094,72.54450225830078,19.666393280029297,136.67098999023438,110.5212631225586,92.932861328125,6.077255725860596,52.55795669555664,23.62066650390625,31.32731819152832,60.54521942138672,2789.8
2018-02-01,52.66910552978516,75.62249755859375,19.54190826416016,130.43077087402344,103.87510681152344,93.27965545654295,5.983303546905518,48.981971740722656,22.87066650390625,26.451885223388672,52.52797317504883,2705.16
2018-03-01,52.3111686706543,72.36699676513672,18.684783935546875,124.31536102294922,103.14778137207033,88.81352996826172,5.729481220245361,50.84665298461914,17.742000579833984,26.146255493164062,52.27341079711914,2702.77
2018-04-01,50.74846267700195,78.30650329589844,18.45734596252441,121.76802825927734,101.81163787841795,87.85247039794922,5.563971042633057,52.796424865722656,19.59333229064941,26.1513729095459,54.4733772277832,2653.63
2018-05-01,53.975284576416016,81.48100280761719,20.27959251403809,128.78158569335938,96.28202056884766,86.86128234863281,6.239119529724121,52.34092712402344,18.98200035095215,24.4012451171875,56.91855239868164,2701.49
2018-06-01,53.50160217285156,84.98999786376953,19.52092742919922,115.0141372680664,98.39077758789062,84.58032989501953,5.864472389221191,53.43085479736328,22.86333274841309,25.48017120361328,58.54998779296875,2754.35
2018-07-01,57.49294662475586,88.87200164794922,18.081148147583008,121.90633392333984,107.45626068115234,93.30624389648438,6.0615234375,53.76788711547852,19.875999450683597,26.545188903808597,57.686553955078125,2793.64
2018-08-01,58.89690017700195,100.635498046875,17.85775375366211,118.43172454833984,109.2158660888672,93.5113525390625,6.948249340057373,55.04613494873047,20.11066627502441,28.517560958862305,56.738189697265625,2857.82
2018-09-01,64.64208221435547,100.1500015258789,20.11616897583008,130.06594848632812,112.7843017578125,92.09127807617188,6.960471630096436,55.54594039916992,17.65133285522461,28.09971237182617,60.79128646850586,2901.5
2018-10-01,60.747337341308594,79.90049743652344,18.358192443847656,103.47956085205078,114.26992797851562,88.97369384765625,5.221962928771973,53.20342254638672,22.488000869750977,30.00575065612793,56.97307586669922,2785.46
2018-11-01,65.51835632324219,84.50849914550781,19.50162506103516,116.45687866210938,119.9103546142578,91.38014221191406,4.047931671142578,55.57185363769531,23.365333557128903,29.218799591064453,56.844356536865234,2723.23
2018-12-01,63.99652099609375,75.09850311279297,20.887386322021484,109.0747528076172,106.0107421875,80.22779846191406,3.3099164962768555,48.45827865600586,22.18666648864746,27.872303009033203,49.25172424316406,2567.31
2019-01-01,64.57161712646484,85.9365005493164,22.26712226867676,114.30231475830078,109.32128143310548,85.06021118164062,3.5640485286712646,57.49967956542969,20.468000411987305,28.83069229125977,52.92808151245117,2607.39
2019-02-01,68.99549865722656,81.99150085449219,22.857309341430664,118.64877319335938,112.24571228027344,86.46348571777344,3.824626922607422,58.2479248046875,21.32533264160156,29.781389236450195,57.08115005493164,2754.86
2019-03-01,71.05772399902344,89.0374984741211,24.961580276489254,117.0505599975586,115.59491729736328,83.87026977539062,4.456486701965332,59.81926727294922,18.65733337402344,29.34214401245117,59.00748825073242,2803.98
2019-04-01,70.71994018554688,96.32599639892578,26.66610717773437,120.44568634033205,116.7608642578125,96.14881896972656,4.492226600646973,64.21369171142578,15.912667274475098,31.10615348815918,58.627723693847656,2903.8
2019-05-01,67.947998046875,88.75350189208984,21.074935913085938,104.13190460205078,108.45035552978516,88.46086883544922,3.36197280883789,61.70109939575195,12.343999862670898,30.68268775939941,51.68265914916992,2854.71
2019-06-01,75.06143188476562,94.68150329589844,24.108369827270508,118.45537567138672,115.96128845214844,93.33641052246094,4.0806660652160645,67.08643341064453,14.897333145141602,33.597591400146484,56.6036262512207,2890.17
2019-07-01,77.73900604248047,93.33899688720705,24.519611358642575,114.43992614746094,108.4181137084961,96.8427734375,4.192229270935059,67.9705581665039,16.107332229614258,33.56414031982422,54.92686462402344,2996.11
2019-08-01,76.43548583984375,88.81449890136719,23.898141860961918,104.22373962402344,106.86952209472656,92.3661117553711,4.162164688110352,70.50859832763672,15.040666580200195,34.743953704833984,50.58354568481445,2897.5
2019-09-01,74.95731353759766,86.79550170898438,23.342628479003903,110.62605285644533,108.52590942382812,98.94927215576172,4.329444885253906,71.85771942138672,16.058000564575195,36.26563262939453,52.805397033691406,2982.16
2019-10-01,74.90355682373047,88.83300018310547,24.989282608032227,120.68936920166016,110.75715637207033,105.0279769897461,4.999740123748779,74.4605941772461,20.994667053222656,35.83171844482422,50.53195190429688,2977.68
2019-11-01,76.85884857177734,90.04000091552734,26.98262023925781,127.75516510009766,115.3287124633789,111.66622924804688,5.390726089477539,77.67625427246094,21.996000289916992,36.39091491699219,50.95074462890625,3104.9
2019-12-01,78.1270751953125,92.39199829101562,26.966398239135746,130.3591766357422,123.2057113647461,118.1410675048828,5.856667518615723,75.63146209716797,27.8886661529541,36.31452178955078,52.81403732299805,3176.75
2020-01-01,78.37894439697266,100.43599700927734,26.303470611572266,115.94447326660156,125.73955535888672,112.17471313476562,5.884793758392334,79.28598022460938,43.37133407592773,35.1422004699707,47.01644134521485,3278.2
2020-02-01,69.57966613769531,94.1875,23.498659133911133,110.43766021728516,113.58539581298828,99.03461456298828,6.722098350524902,71.94468688964844,44.53266525268555,33.05189514160156,38.93312454223633,3277.31
2020-03-01,71.27783966064453,97.48600006103516,20.436994552612305,103.14862823486328,111.46218872070312,76.78998565673828,6.564983367919922,68.60697174072266,34.93333435058594,34.87514877319336,29.150733947753903,2652.39
2020-04-01,83.1830825805664,123.6999969482422,23.81042861938477,103.45083618164062,127.53594970703124,81.67733764648438,7.279261589050293,76.80496978759766,52.12533187866211,37.47431182861328,35.67643737792969,2761.98
2020-05-01,86.10038757324219,122.11849975585938,25.532968521118164,107.7646026611328,126.43941497802734,83.86188507080078,8.841809272766113,78.75888061523438,55.66666793823242,38.24814987182617,34.90871047973633,2919.62
2020-06-01,82.93467712402344,137.9409942626953,27.6666316986084,113.47892761230467,120.36592864990234,81.06100463867188,9.461697578430176,80.33404541015625,71.98733520507812,37.0910530090332,34.99860382080078,3104.66
2020-07-01,91.28892517089844,158.23399353027344,28.052623748779297,119.20223999023438,124.75672912597656,83.28446960449219,10.579280853271484,91.30115509033205,95.38400268554688,40.06998443603516,32.93251037597656,3207.62
2020-08-01,99.6839828491211,172.54800415039062,30.74496841430664,128.6175994873047,131.3043975830078,87.18524932861328,13.32981014251709,88.21794891357422,166.10667419433594,42.99626922607422,31.257701873779297,3391.71
2020-09-01,99.10118865966795,157.43649291992188,32.26561737060547,134.7995147705078,128.27529907226562,83.77404022216797,13.48529052734375,87.14402770996094,143.00332641601562,43.50262451171875,27.39725875854492,3365.52
2020-10-01,95.7137222290039,151.8074951171875,31.24691390991211,141.939453125,118.13423919677734,85.3143081665039,12.495855331420898,86.40201568603516,129.34666442871094,43.141937255859375,26.032581329345703,3418.7
2020-11-01,98.87417602539062,158.40199279785156,35.88975143432617,157.8463134765625,124.65655517578124,103.53091430664062,13.36071491241455,87.14236450195312,189.1999969482422,47.50745391845703,30.429874420166016,3548.99
2020-12-01,100.03448486328124,162.84649658203125,39.13124465942383,165.51177978515625,136.54112243652344,111.60225677490234,13.015268325805664,86.80266571044922,235.22332763671875,44.82097625732422,33.68952560424805,3695.31
2021-01-01,112.91682434082033,160.30999755859375,40.60486602783203,166.25738525390625,141.52976989746094,113.00747680664062,12.954044342041016,90.4111328125,264.510009765625,43.8426399230957,36.64818954467773,3793.75
2021-02-01,109.87673950195312,154.64649963378906,42.35073471069336,197.34523010253903,137.47813415527344,130.18641662597656,13.676801681518556,86.79293823242188,225.1666717529297,40.54407501220703,44.437156677246094,3883.43
2021-03-01,109.93177032470705,154.70399475097656,41.791015625,211.96240234375,143.4773712158203,134.6624755859375,13.311561584472656,92.86416625976562,222.6433258056641,42.38840103149414,46.40533065795898,3910.51
2021-04-01,110.15192413330078,173.37100219726562,41.44002532958984,208.52523803710935,142.0631103515625,136.06016540527344,14.973406791687012,102.72307586669922,236.47999572753903,43.84393310546875,47.57731246948242,4141.18
2021-05-01,107.39840698242188,161.15350341796875,42.90524291992188,221.3778381347656,147.75503540039062,146.14224243164062,16.2054386138916,103.87787628173828,208.4066619873047,44.5082893371582,48.516544342041016,4167.85
2021-06-01,106.73550415039062,172.00799560546875,43.31491088867188,199.8443298339844,144.7151336669922,138.40089416503906,19.95439910888672,105.3676300048828,226.5666656494141,44.365325927734375,53.19528579711914,4238.49
2021-07-01,111.3849868774414,166.37950134277344,44.437625885009766,189.85345458984372,151.268310546875,135.05520629882812,19.45657157897949,113.435791015625,229.0666656494141,44.84666442871094,48.54869842529297,4363.71
2021-08-01,116.79044342041016,173.5395050048828,45.518821716308594,194.6759033203125,152.08526611328125,143.1450958251953,22.33629608154297,119.3007354736328,245.2400054931641,46.59272003173828,45.97663497924805,4454.21
2021-09-01,109.17508697509766,164.2519989013672,44.39460754394531,177.22735595703125,142.71197509765625,146.49217224121094,20.6745662689209,111.12350463867188,258.49334716796875,44.0107421875,50.35359573364258,4445.54
2021-10-01,119.11942291259766,168.6215057373047,49.03029251098633,188.3426971435547,143.9314422607422,152.04075622558594,25.515869140625,129.0358123779297,371.3333435058594,47.18098831176758,55.19035339355469,4460.71
2021-11-01,116.68470764160156,175.35350036621094,51.06004333496094,179.48699951171875,137.78994750976562,142.99929809570312,32.61064910888672,134.18972778320312,381.586669921875,44.40543746948242,51.226783752441406,4667.39
2021-12-01,130.57334899902344,166.7169952392578,61.36371994018555,191.9169464111328,152.15882873535156,142.56712341308594,29.352184295654297,149.865234375,352.260009765625,45.68743133544922,53.086456298828125,4674.77
2022-01-01,118.25264739990234,149.57350158691406,54.37512969970703,187.1083221435547,153.24392700195312,133.78892517089844,24.440021514892575,140.14797973632812,312.239990234375,44.32426452636719,65.9004135131836,4573.82
2022-02-01,112.30146026611328,153.56300354003906,54.51990509033203,174.9755859375,146.3773956298828,128.4319610595703,24.339210510253903,130.34423828125,290.1433410644531,42.85006713867188,68.03462982177734,4435.98
2022-03-01,110.19732666015624,162.99749755859375,58.4401741027832,207.84771728515625,158.6497802734375,123.46858978271484,27.234764099121094,144.31253051757812,359.20001220703125,47.2124252319336,72.44672393798828,4391.27
2022-04-01,105.67250061035156,124.28150177001952,51.80049896240234,196.392822265625,161.54112243652344,108.10746002197266,18.515329360961918,143.98497009277344,290.2533264160156,48.69034576416016,74.78004455566406,4391.3
2022-05-01,109.79525756835938,120.20950317382812,54.20557022094727,202.3116149902344,160.70863342285156,120.6518783569336,18.64011001586914,114.51245880126952,252.7533264160156,40.93757247924805,84.20977783203125,4040.36
2022-06-01,101.56016540527344,106.20999908447266,45.39259338378906,167.54795837402344,159.92149353027344,102.74982452392578,15.133113861083984,105.68240356445312,224.47332763671875,38.834503173828125,75.89163208007812,3898.95
2022-07-01,101.7377700805664,134.9499969482422,50.44840621948242,185.8155059814453,157.22775268554688,105.25901794433594,18.135814666748047,119.93189239501952,297.1499938964844,42.17877578735352,85.8965072631836,3911.73
2022-08-01,96.378173828125,126.7699966430664,47.02192687988281,174.33055114746094,145.35369873046875,104.68968200683594,15.07140827178955,112.6487808227539,275.6099853515625,42.33849334716797,84.70903778076172,4158.56
2022-09-01,90.8480453491211,113.0,41.83087539672852,154.85983276367188,148.16241455078125,96.19336700439452,12.120829582214355,91.9212646484375,265.25,41.608585357666016,78.1233139038086,3850.52
2022-10-01,92.89484405517578,102.44000244140624,44.66211700439453,204.2964782714844,157.78533935546875,115.87389373779295,13.480804443359377,100.8364715576172,227.5399932861328,45.66035842895508,99.15065002441406,3726.05
2022-11-01,101.48353576660156,96.54000091552734,52.34870147705078,224.61839294433597,161.44039916992188,128.33416748046875,16.902692794799805,107.24630737304688,194.6999969482422,48.89730453491211,99.6248779296875,3917.49
2022-12-01,103.56829071044922,84.0,53.11820602416992,227.6112823486328,161.25013732910156,124.54490661621094,14.600197792053224,102.63924407958984,123.18000030517578,45.48713302612305,99.48883056640624,3912.38
2023-01-01,104.28524780273438,103.12999725341795,56.040565490722656,239.70628356933597,149.17352294921875,129.9873504638672,19.51855087280273,118.49718475341795,173.22000122070312,46.32839584350586,104.63916015625,3960.66
2023-02-01,96.39006805419922,94.2300033569336,56.92953872680664,228.68724060058597,139.89918518066406,134.11924743652344,23.194072723388672,113.10762786865234,205.7100067138672,45.768096923828125,99.13704681396484,4079.68
2023-03-01,95.95419311523438,103.29000091552734,61.455814361572266,218.46282958984372,142.50514221191406,121.91891479492188,27.75076675415039,114.36334228515624,207.4600067138672,47.48121643066406,99.67268371582033,3968.56
2023-04-01,104.68160247802734,105.4499969482422,60.4470329284668,208.8781280517578,150.5038299560547,129.3382568359375,27.727502822875977,115.6416473388672,164.30999755859375,48.81396484375,107.5621337890625,4121.47
2023-05-01,97.13844299316406,120.58000183105467,77.9549560546875,197.4860992431641,142.56031799316406,127.96768188476562,37.804683685302734,114.995361328125,203.92999267578125,47.48828506469727,92.87390899658205,4146.17
2023-06-01,103.82386016845705,130.36000061035156,83.6928482055664,236.16748046875,153.32528686523438,137.14256286621094,42.26922607421875,113.22264099121094,261.7699890136719,51.01493453979492,98.32806396484376,4345.37
2023-07-01,106.02375793457033,133.67999267578125,87.1669921875,254.51956176757807,155.1872100830078,148.94830322265625,46.69761657714844,116.00543975830078,267.42999267578125,51.88477325439453,98.31888580322266,4508.08
2023-08-01,98.4655303955078,138.00999450683594,89.51820373535156,271.1748046875,149.76817321777344,138.92941284179688,49.321868896484375,115.49398803710938,258.0799865722656,52.777320861816406,101.94029235839844,4457.36
2023-09-01,92.67625427246094,127.12000274658205,80.5643539428711,263.3326110839844,145.32261657714844,137.6856689453125,43.46979904174805,104.34445190429688,250.22000122070312,52.092018127441406,108.6823959350586,4409.1
2023-10-01,90.47537994384766,133.08999633789062,82.05545806884766,218.04525756835935,138.40870666503906,132.027099609375,40.755977630615234,94.34796142578124,200.83999633789065,53.22551345825195,97.84002685546876,4269.4
2023-11-01,100.34806823730467,146.08999633789062,90.28274536132812,243.0912933349609,144.30557250976562,149.2797393798828,46.742454528808594,107.62691497802734,240.0800018310547,50.71097946166992,94.9653778076172,4460.06
2023-12-01,105.90960693359376,151.94000244140625,108.86338806152344,286.6736145019531,147.41751098632812,162.6888885498047,49.49283218383789,124.82959747314452,248.47999572753903,51.34938049316406,93.25930786132812,4685.05
2024-01-01,108.87318420410156,155.1999969482422,115.60982513427734,291.1724548339844,149.44900512695312,166.76329040527344,61.49616622924805,119.39717864990234,187.2899932861328,54.02474212646485,95.89905548095705,4804.49
2024-02-01,114.7071533203125,176.75999450683594,127.41476440429688,325.29864501953125,151.78150939941406,179.05087280273438,79.07235717773438,125.59841918945312,201.8800048828125,57.48363876342773,97.4941177368164,5011.96
2024-03-01,109.89224243164062,180.3800048828125,129.8562774658203,356.9265441894531,149.91090393066406,192.75440979003903,90.31071472167967,122.72398376464844,175.7899932861328,59.01365661621094,109.43397521972656,5170.57
2024-04-01,102.4571533203125,175.0,127.93573760986328,325.8928527832031,137.0226593017578,184.51690673828125,86.36274719238281,96.88694763183594,183.27999877929688,58.40766143798828,111.34510803222656,5112.49
2024-05-01,99.29246520996094,176.44000244140625,130.71826171875,330.9423828125,138.99380493164062,196.13409423828125,109.58319854736328,104.8999252319336,178.0800018310547,64.71588897705078,110.39424896240234,5235.23
2024-06-01,100.96369934082033,193.25,157.97079467773438,325.64373779296875,139.63014221191406,195.7759246826172,123.48387908935548,106.62784576416016,197.8800048828125,66.8655776977539,109.25985717773438,5415.14
2024-07-01,102.9361343383789,186.97999572753903,158.59776306152344,338.45050048828125,150.79788208007812,205.97805786132807,116.9764404296875,120.70464324951172,232.07000732421875,67.78397369384766,112.5531997680664,5538.0
2024-08-01,110.64218139648438,178.5,160.71005249023438,349.546630859375,158.45001220703125,218.79905700683597,119.32557678222656,122.39957427978516,214.1100006103516,76.266845703125,111.9363021850586,5478.21
2024-09-01,111.36502075195312,186.3300018310547,170.26458740234375,383.9221496582031,155.99488830566406,205.23118591308597,121.3947982788086,120.92487335205078,261.6300048828125,79.97024536132812,112.1486358642578,5621.26
2024-10-01,110.7398681640625,186.3999938964844,168.12110900878906,369.2767639160156,153.87722778320312,215.99595642089844,132.72193908691406,108.9552993774414,249.8500061035156,81.15866088867188,111.7276611328125,5792.32
2024-11-01,116.56134796142578,207.88999938964844,160.5057830810547,400.0685119628906,149.20872497558594,244.5432891845703,138.2103729248047,112.6598129272461,345.1600036621094,91.6067886352539,112.85661315917967,5929.92
2024-12-01,111.00660705566406,219.38999938964844,229.5882568359375,357.3634338378906,140.32456970214844,234.7407989501953,134.2515106201172,101.97073364257812,403.8399963378906,89.47755432128906,103.76180267333984,6010.91
2025-01-01,125.551025390625,237.67999267578125,219.70802307128903,365.914306640625,147.6309051513672,261.75885009765625,120.04385375976562,116.04513549804688,404.6000061035156,97.42752075195312,103.04800415039062,5979.52
2025-02-01,136.15432739257812,212.27999877929688,198.02218627929688,340.075439453125,160.11865234375,260.5022277832031,124.89279174804688,120.5896224975586,292.9800109863281,97.87415313720705,107.38868713378906,6038.69
2025-03-01,130.8664093017578,190.25999450683597,166.24807739257812,326.0848083496094,162.20236206054688,241.45553588867188,108.3563995361328,108.7856216430664,259.1600036621094,87.13490295410156,115.74577331542967,5683.98
2025-04-01,128.991943359375,184.4199981689453,191.6896209716797,305.7860717773437,152.88137817382812,240.7861785888672,108.9062957763672,100.33890533447266,282.1600036621094,96.78936767578124,102.8018569946289,5369.5
2025-05-01,132.39434814453125,205.00999450683597,241.0885162353516,345.7663269042969,151.80552673339844,261.46307373046875,135.11300659179688,106.62236785888672,346.4599914550781,98.25241088867188,99.56102752685548,5810.92
2025-06-01,134.8027801513672,219.38999938964844,274.5323486328125,385.6849670410156,150.68028259277344,287.12408447265625,157.97012329101562,103.20573425292967,317.6600036621094,97.55215454101562,105.88004302978516,6029.95
2025-07-01,125.06993865966795,234.1100006103516,293.1976623535156,435.1709899902344,162.5078125,293.39324951171875,177.85997009277344,105.8362045288086,308.2699890136719,97.75169372558594,109.65164947509766,6296.5
2025-08-01,132.0727081298828,229.0,296.88134765625,417.8395385742188,174.76937866210938,299.961669921875,174.170166015625,112.77433013916016,333.8699951171875,96.75402069091795,112.25444793701172,6408.95
2025-09-01,133.3470458984375,219.57000732421875,329.3457336425781,475.7830505371094,184.25015258789065,313.90386962890625,186.56948852539065,113.5077896118164,444.7200012207031,103.05999755859376,111.77237701416016,6584.02
2025-10-01,123.0727310180664,244.22000122070312,369.6300048828125,575.6062622070312,187.6783905029297,309.6147155761719,202.4900054931641,124.08999633789062,456.55999755859375,101.18000030517578,113.36841583251952,6735.69
2025-11-01,128.89999389648438,233.22000122070312,402.9599914550781,575.760009765625,205.614501953125,313.0799865722656,177.0,128.52999877929688,430.1700134277344,110.51000213623048,114.91488647460938,6740.89
2025-12-01,125.29000091552734,232.3800048828125,380.6099853515625,591.489990234375,205.3300018310547,312.1300048828125,179.58999633789062,129.19000244140625,446.739990234375,114.41000366210938,117.8000030517578,
